customer_id,name,age,gender,employment_status,income,credit_score,region
3425,Laura Thompson,25,Male,Employed,326913,829,Thika
3426,Teresa Sanchez,48,Female,Self-employed,51751,630,Thika
3427,Allison Snyder,68,Male,Employed,53907,680,Nakuru
3428,Jennifer Navarro,31,Female,Student,266133,333,Eldoret
3429,Mr. Matthew Smith,32,Female,Student,28691,567,Nakuru
3430,Anita Mason,47,Female,Employed,119419,481,Nairobi
3431,George Key,59,Male,Unemployed,43620,511,Nakuru
3432,Michelle Tapia,53,Male,Employed,275188,355,Nakuru
3433,Zachary Thompson,44,Female,Student,134525,470,Kisumu
3434,Melissa Moses,55,Female,Student,86215,554,Mombasa
3435,Robert Huynh,55,Male,Unemployed,273951,780,Nairobi
3436,Stephanie Moore,35,Male,Unemployed,280758,702,Thika
3437,Maria Smith,30,Female,Unemployed,30087,768,Nakuru
3438,Billy Cooper,63,Female,Student,297031,312,Nakuru
3439,Deborah Oliver,27,Male,Student,334639,645,Kisumu
3440,Mr. Randy Hernandez,53,Male,Unemployed,26990,766,Mombasa
3441,Cole Martin,34,Male,Employed,219151,690,Kisumu
3442,Timothy Turner,22,Female,Unemployed,112235,352,Nairobi
3443,Pamela Macias,23,Male,Unemployed,57842,637,Mombasa
3444,Amy Wells,37,Female,Self-employed,273432,405,Mombasa
3445,Gregory Carter,31,Male,Self-employed,174175,712,Nairobi
3446,Brittany Gray MD,40,Male,Unemployed,269887,836,Kisumu
3447,Billy Harvey,60,Female,Employed,144463,525,Eldoret
3448,Michael Jones,33,Female,Unemployed,130179,557,Mombasa
3449,Rachel Miller,46,Female,Student,267670,651,Eldoret
3450,Thomas Hudson,29,Male,Unemployed,288089,460,Nairobi
3451,Shelia Hill,21,Female,Unemployed,123571,595,Nairobi
3452,Susan Martin,39,Male,Employed,290322,315,Nakuru
3453,Jerry Ross,38,Female,Unemployed,29739,462,Thika
3454,Willie Mccarty,25,Female,Self-employed,200666,558,Nakuru
3455,Dr. Christopher Ross,60,Male,Employed,147871,436,Thika
3456,Rhonda Santana,30,Male,Student,108557,486,Nakuru
3457,Matthew Kaiser,41,Male,Student,45541,582,Nairobi
3458,Rachel Stevens,29,Male,Self-employed,117737,308,Kisumu
3459,Mary Clark,35,Female,Employed,27437,438,Nakuru
3460,Jackson Daniel,53,Male,Student,230851,833,Nakuru
3461,Tiffany Patton,66,Male,Self-employed,70676,849,Kisumu
3462,Alexander Johnson,22,Male,Student,176686,527,Thika
3463,Gary Hill,30,Female,Employed,278578,589,Kisumu
3464,Jordan Eaton,63,Female,Unemployed,205795,550,Nairobi
3465,Mary Mckinney,47,Female,Student,215986,481,Thika
3466,John Smith,28,Male,Unemployed,120105,613,Kisumu
3467,Chad Wilson,48,Male,Student,160004,631,Eldoret
3468,Daniel Duncan,57,Male,Student,237655,647,Nairobi
3469,Kayla Russo,55,Female,Employed,120949,801,Thika
3470,Cody Johnson,37,Male,Student,138217,320,Mombasa
3471,Charlene Gray,33,Male,Unemployed,259897,328,Nakuru
3472,Thomas Martinez,58,Male,Self-employed,137884,718,Nakuru
3473,Stephen Lawrence,64,Female,Student,55996,339,Kisumu
3474,Ruth Henderson,69,Female,Self-employed,37827,816,Eldoret
3475,Christopher Walker,45,Female,Employed,74579,740,Mombasa
3476,Ann Flores,45,Female,Employed,75110,803,Mombasa
3477,Brandon Kelley,27,Female,Self-employed,33601,333,Eldoret
3478,Michelle Grimes,44,Female,Student,316933,310,Nairobi
3479,David Carpenter,47,Male,Self-employed,193784,407,Nakuru
3480,Juan Velazquez,27,Male,Self-employed,292015,604,Thika
3481,Ryan Moore,28,Male,Unemployed,107214,754,Thika
3482,Henry Harris,56,Male,Unemployed,57338,761,Thika
3483,Jose Martin,33,Female,Student,312742,726,Nairobi
3484,Anthony Howell,48,Female,Student,86416,781,Nairobi
3485,Michelle Armstrong,47,Female,Unemployed,212341,617,Thika
3486,Cindy Vasquez,53,Male,Student,124010,350,Eldoret
3487,Michael Alvarado,41,Male,Self-employed,295584,649,Thika
3488,Rachel James,30,Male,Employed,178303,541,Mombasa
3489,Aimee Shelton,55,Male,Student,272904,412,Nakuru
3490,Christy Silva,45,Female,Unemployed,197285,549,Kisumu
3491,Victoria Atkinson,40,Male,Student,92170,506,Kisumu
3492,Joseph Meyer,56,Female,Self-employed,29163,808,Mombasa
3493,Adam Crawford,44,Male,Unemployed,275779,628,Thika
3494,Andrea Ramirez,58,Female,Student,291640,574,Mombasa
3495,David Gordon,45,Male,Student,189890,580,Eldoret
3496,Kelly Dunlap,42,Female,Employed,86889,807,Thika
3497,Timothy Edwards,49,Female,Unemployed,342916,473,Eldoret
3498,Christopher Gonzalez,61,Male,Employed,197761,461,Nakuru
3499,Ms. Brandi Rivera,45,Male,Employed,345863,309,Kisumu
3500,Sarah Campbell,51,Female,Student,94885,376,Eldoret
3501,Pam Garcia,43,Female,Student,199626,444,Eldoret
3502,Denise Gentry,42,Male,Unemployed,250894,675,Thika
3503,Karen Myers,69,Female,Self-employed,268759,720,Kisumu
3504,Sharon Crawford,65,Female,Student,285547,817,Eldoret
3505,Angel Brown,39,Female,Employed,43666,668,Eldoret
3506,Michael Clark,23,Male,Student,223737,510,Nairobi
3507,Edward Marks,50,Female,Employed,325090,608,Eldoret
3508,Keith Miller,61,Female,Employed,128449,337,Thika
3509,Hunter Stewart,63,Male,Unemployed,114303,769,Nairobi
3510,Dr. Matthew Cummings MD,25,Female,Unemployed,340388,784,Mombasa
3511,Megan Huff,58,Male,Student,318968,691,Eldoret
3512,Fernando Evans,52,Male,Employed,249486,302,Thika
3513,James Cunningham,62,Female,Unemployed,323683,329,Mombasa
3514,Kevin West,25,Male,Student,315497,403,Mombasa
3515,Jordan Reed,48,Female,Student,281199,751,Mombasa
3516,Catherine Garcia,50,Female,Unemployed,80023,619,Eldoret
3517,Jennifer Hatfield,30,Male,Self-employed,332905,658,Eldoret
3518,Anthony Ortega,61,Male,Self-employed,149415,461,Eldoret
3519,Kathryn Sanders,34,Female,Self-employed,61042,370,Mombasa
3520,Melody Garza,62,Female,Self-employed,277126,632,Kisumu
3521,Ryan Quinn,69,Female,Employed,175780,827,Thika
3522,Zachary Tate,38,Male,Employed,23226,442,Thika
3523,Jesus Buck,52,Female,Student,313067,459,Nairobi
3524,Kevin Washington,68,Male,Student,206137,455,Nairobi
3525,Jeffrey Harmon,46,Male,Employed,243090,300,Nakuru
3526,Jessica Schroeder,54,Female,Unemployed,37989,787,Nairobi
3527,Audrey Jackson,62,Male,Employed,54743,371,Thika
3528,Tanya Lucas,50,Female,Unemployed,335039,768,Eldoret
3529,Mr. Jimmy Wilson,67,Female,Unemployed,323671,773,Nakuru
3530,Jeffrey Smith,59,Male,Student,120313,543,Thika
3531,Patricia Coleman,66,Male,Self-employed,192259,601,Mombasa
3532,Jordan Jackson,68,Male,Employed,246905,502,Mombasa
3533,Sandra Daniels,34,Male,Self-employed,68328,741,Nairobi
3534,Debra Sweeney,66,Female,Unemployed,160391,599,Nairobi
3535,Kristin Roberts,28,Male,Unemployed,46890,398,Kisumu
3536,Heather Jones,64,Male,Student,176081,757,Kisumu
3537,Amanda Pruitt,63,Male,Student,328821,779,Mombasa
3538,Gregory Cabrera,30,Female,Unemployed,171220,631,Nairobi
3539,Michele Vazquez,24,Female,Self-employed,252455,319,Eldoret
3540,Theresa Carpenter,21,Female,Self-employed,317816,476,Thika
3541,Chad Fernandez,28,Male,Student,100707,772,Eldoret
3542,Ashley Hamilton,21,Female,Student,251831,526,Thika
3543,Gloria Mitchell,34,Male,Employed,192621,402,Eldoret
3544,James Mendoza,54,Male,Self-employed,56877,345,Nairobi
3545,Harold Dominguez,52,Male,Student,140445,304,Thika
3546,Alexandra Robertson,55,Female,Employed,226253,742,Kisumu
3547,Megan Salazar,29,Male,Unemployed,225386,412,Kisumu
3548,Juan Booker,55,Female,Employed,69670,626,Thika
3549,Kirk Miller,51,Male,Employed,210530,603,Mombasa
3550,Emily Young,65,Female,Student,344559,413,Mombasa
3551,April Lopez,69,Male,Unemployed,288825,423,Eldoret
3552,Garrett Jackson,31,Male,Employed,298694,420,Nairobi
3553,Anthony Moore,62,Female,Employed,240137,655,Mombasa
3554,Casey Parker,45,Female,Unemployed,288343,740,Nairobi
3555,Chad Foley,22,Male,Student,213667,691,Thika
3556,John Taylor,21,Female,Student,261918,572,Eldoret
3557,Brooke Watson,52,Female,Employed,127306,355,Mombasa
3558,Michael Raymond,63,Male,Student,297417,719,Mombasa
3559,Sara Allison,58,Female,Unemployed,34647,536,Mombasa
3560,Claudia Hughes,42,Female,Employed,161431,557,Mombasa
3561,Alexandria Mckenzie,68,Female,Student,93049,640,Nakuru
3562,Jason Pierce,53,Female,Unemployed,287972,816,Nairobi
3563,David Collins,46,Male,Student,144826,746,Nakuru
3564,Sandra Luna,65,Female,Employed,184226,523,Thika
3565,Robert Gill,40,Female,Student,325465,840,Mombasa
3566,Stephen Burton,57,Female,Student,67032,555,Mombasa
3567,Christopher Kennedy,34,Female,Self-employed,315208,494,Nakuru
3568,Nancy Stark,21,Male,Employed,327858,545,Eldoret
3569,Christopher Jackson,66,Female,Unemployed,297715,543,Thika
3570,Paul Gomez,44,Female,Student,334037,799,Kisumu
3571,Melissa Nelson,65,Female,Unemployed,295772,704,Mombasa
3572,Richard Benton,52,Male,Unemployed,198879,610,Eldoret
3573,Keith King,44,Male,Employed,203262,816,Kisumu
3574,Nichole Olsen,36,Male,Self-employed,189063,524,Eldoret
3575,James Henderson,50,Female,Employed,232925,323,Eldoret
3576,Brianna Baker,50,Male,Self-employed,200052,669,Nakuru
3577,Mason Green,32,Male,Self-employed,141400,568,Thika
3578,Michael Reid,44,Male,Employed,301649,512,Nairobi
3579,April Jones,60,Male,Unemployed,346988,314,Eldoret
3580,Brandy King,37,Male,Student,292388,536,Nairobi
3581,Tanner Turner DDS,55,Female,Student,134076,699,Eldoret
3582,Jamie Bradley,52,Female,Student,134652,791,Nakuru
3583,Susan Downs,25,Male,Student,61215,757,Nairobi
3584,Scott Daniels,59,Male,Self-employed,127853,574,Thika
3585,Lisa Willis,24,Male,Student,148249,365,Nakuru
3586,Kara Carr,61,Male,Unemployed,105895,420,Nakuru
3587,Barbara Lynch,29,Female,Student,124396,311,Eldoret
3588,Kimberly Rodriguez,39,Male,Student,190604,492,Nairobi
3589,Ronald Benitez,65,Male,Employed,208469,688,Kisumu
3590,Julie Schroeder,53,Female,Self-employed,125190,744,Thika
3591,Julie Sullivan,55,Male,Student,110990,317,Nairobi
3592,Caroline Shields,41,Female,Unemployed,333463,641,Kisumu
3593,Aaron Jones,41,Male,Self-employed,285060,396,Nakuru
3594,Anthony Drake,69,Female,Employed,328740,743,Eldoret
3595,Mr. Michael Johnson III,62,Male,Unemployed,246915,803,Eldoret
3596,Audrey Houston,29,Male,Self-employed,123273,773,Mombasa
3597,Phillip Levy,41,Female,Self-employed,321046,541,Kisumu
3598,Traci Bates,40,Male,Employed,34623,311,Thika
3599,Brittany Ferguson,55,Female,Unemployed,140263,794,Thika
3600,Theodore Lowe,62,Female,Unemployed,63489,562,Nakuru
3601,Laura Riley,47,Female,Unemployed,338069,313,Nakuru
3602,George Carroll,61,Female,Student,198141,435,Nairobi
3603,Andre Brown,67,Male,Employed,135549,824,Nairobi
3604,Robert Mosley,58,Female,Employed,184933,643,Eldoret
3605,Cathy Shields,38,Male,Unemployed,241011,387,Nakuru
3606,Robert Smith,33,Male,Unemployed,328494,554,Nairobi
3607,George Cunningham,58,Female,Student,175775,605,Eldoret
3608,Amy Velazquez,49,Male,Unemployed,129033,596,Nakuru
3609,Melinda Thompson,59,Female,Student,186772,428,Mombasa
3610,Anthony Hunter,53,Female,Self-employed,245833,833,Nakuru
3611,Katie Davis,50,Male,Self-employed,257388,450,Nairobi
3612,Derrick Peterson,60,Female,Employed,188213,567,Nakuru
3613,Stephanie Brown,42,Male,Unemployed,25816,468,Thika
3614,Michael Brady,62,Male,Student,59429,508,Thika
3615,Ronald Rivas,39,Male,Student,28715,642,Mombasa
3616,Alejandro Espinoza,47,Male,Self-employed,156386,517,Kisumu
3617,Karen Berry,21,Male,Student,254385,838,Nairobi
3618,Jacqueline Cooper,37,Male,Self-employed,104097,720,Nairobi
3619,Howard Pennington,24,Female,Student,148823,400,Thika
3620,Jamie Williams,59,Male,Unemployed,246800,816,Nakuru
3621,Michelle Gregory,56,Female,Self-employed,320830,520,Nairobi
3622,Peter Butler,41,Male,Employed,320466,733,Kisumu
3623,Donna Newton,63,Male,Employed,51453,779,Nakuru
3624,Kimberly Diaz,56,Female,Student,127255,702,Kisumu
3625,Justin Smith,47,Female,Employed,67229,652,Kisumu
3626,Jason Smith,30,Female,Unemployed,298951,483,Thika
3627,Adam Reed,44,Female,Employed,56014,760,Eldoret
3628,Cindy Lopez,34,Female,Self-employed,23863,798,Nairobi
3629,Victoria Hickman,68,Female,Self-employed,78033,397,Nakuru
3630,Angela Fernandez,55,Female,Self-employed,225339,321,Thika
3631,Meredith Powell,58,Female,Self-employed,58502,609,Eldoret
3632,Jacob Smith,51,Male,Self-employed,315683,849,Nakuru
3633,Rhonda Douglas,41,Female,Self-employed,328553,508,Thika
3634,Alicia Adams,53,Male,Self-employed,179595,660,Nakuru
3635,Justin Keith,49,Female,Employed,37306,431,Kisumu
3636,Mark Johnson,52,Male,Unemployed,196527,543,Mombasa
3637,Amy Nash,54,Female,Employed,330040,826,Eldoret
3638,Joann Harrell,68,Male,Employed,76402,622,Thika
3639,April Anderson,33,Female,Employed,343249,706,Thika
3640,Joshua Fry,49,Male,Self-employed,210174,632,Nakuru
3641,Matthew Brown,34,Male,Student,193768,615,Kisumu
3642,Andrew Watson,56,Female,Unemployed,44309,373,Kisumu
3643,Michael Bond,59,Female,Unemployed,55181,530,Mombasa
3644,Jessica Ramirez,26,Female,Self-employed,236867,796,Mombasa
3645,Paul Boyd,50,Male,Unemployed,191535,762,Mombasa
3646,Tammy Taylor,47,Male,Self-employed,334928,643,Nakuru
3647,Peggy Bailey,33,Female,Employed,133892,619,Mombasa
3648,Amy Price,38,Female,Employed,150911,473,Nairobi
3649,Amber Washington,54,Female,Student,103075,842,Nakuru
3650,Derek Patterson,38,Female,Student,118010,772,Mombasa
3651,Adam Galvan,64,Female,Self-employed,146983,390,Kisumu
3652,Tina Pope,66,Female,Employed,122762,469,Nakuru
3653,Connie Silva,52,Female,Employed,111909,843,Eldoret
3654,Rachel Wright,43,Female,Unemployed,39824,502,Mombasa
3655,Robert Patel,63,Male,Self-employed,259881,422,Thika
3656,Brenda Benson,41,Female,Student,125752,805,Kisumu
3657,David Ware,37,Female,Self-employed,127362,354,Thika
3658,Mrs. Wendy Turner,47,Male,Student,144622,630,Nairobi
3659,Brian Medina,53,Female,Self-employed,297295,316,Kisumu
3660,Michael Smith,46,Female,Unemployed,146139,333,Mombasa
3661,Cody Becker,47,Male,Unemployed,219647,458,Mombasa
3662,Carla Hall,62,Male,Self-employed,286024,622,Thika
3663,Mrs. Angela Brown MD,62,Male,Student,279035,822,Nairobi
3664,Jeremy Morales,58,Female,Student,345523,522,Thika
3665,Natalie Harris,53,Male,Self-employed,53585,792,Kisumu
3666,Kevin Allen,22,Male,Self-employed,21625,375,Kisumu
3667,Joanna Webster,24,Female,Employed,164767,368,Kisumu
3668,Nicole Adkins,51,Female,Unemployed,95389,482,Nairobi
3669,Dana King,66,Female,Student,174305,348,Eldoret
3670,Matthew Hernandez,23,Female,Unemployed,285392,838,Eldoret
3671,Sonya Hill,36,Female,Student,107468,335,Nairobi
3672,Cody Bush,37,Male,Employed,238540,799,Thika
3673,Erica Marsh,33,Female,Student,98786,547,Mombasa
3674,Megan Anderson,66,Male,Unemployed,280046,769,Nakuru
3675,Jeffrey Farley,37,Male,Self-employed,256680,759,Mombasa
3676,Timothy Ramsey,45,Female,Employed,214944,845,Nairobi
3677,Alicia Morton,46,Male,Student,91725,512,Thika
3678,Emily Russell,47,Female,Unemployed,220781,822,Mombasa
3679,Derrick Smith,49,Male,Student,69312,488,Eldoret
3680,Joshua Horton,43,Male,Unemployed,72063,759,Kisumu
3681,Christian Jones,26,Female,Employed,299143,679,Kisumu
3682,Thomas Gardner,23,Male,Student,322124,752,Mombasa
3683,Derrick Richardson,42,Male,Student,233074,588,Nakuru
3684,Aaron Cook,23,Male,Self-employed,46490,779,Nairobi
3685,Dr. Nathaniel Gordon DDS,42,Male,Self-employed,89166,733,Nairobi
3686,Emily Vincent,56,Male,Unemployed,99826,783,Nairobi
3687,Matthew Hernandez V,26,Male,Self-employed,162940,391,Nakuru
3688,Heather Gonzalez,46,Male,Student,222187,745,Mombasa
3689,Michael Robinson,23,Female,Self-employed,46487,595,Kisumu
3690,Ashley Phillips,22,Female,Employed,216838,380,Nairobi
3691,Margaret Hart,33,Female,Student,205630,713,Eldoret
3692,Samuel Boyer,63,Female,Employed,226403,762,Nakuru
3693,Miss Sylvia Castro,62,Male,Student,59768,616,Mombasa
3694,Carol Martinez,67,Female,Employed,43105,614,Mombasa
3695,Andrew Lawson,52,Male,Employed,308503,814,Kisumu
3696,Jessica Smith,31,Female,Student,341455,318,Kisumu
3697,Michael Michael,61,Female,Self-employed,52856,680,Mombasa
3698,Brenda Brown,27,Female,Unemployed,96784,318,Kisumu
3699,Abigail Chambers,56,Male,Unemployed,348857,402,Nairobi
3700,Chloe Freeman,67,Male,Employed,218089,618,Nairobi
3701,Michael Johnson,67,Female,Self-employed,260115,480,Nairobi
3702,Anthony Shields,51,Male,Unemployed,194900,843,Eldoret
3703,Kristen Smith,26,Male,Student,259965,351,Kisumu
3704,Jennifer Harper,37,Female,Unemployed,61406,602,Nakuru
3705,Brooke Carlson,31,Male,Employed,93711,678,Thika
3706,Kelly Knight,68,Male,Unemployed,138861,578,Eldoret
3707,Brian Tapia,28,Female,Employed,291558,315,Eldoret
3708,Ernest Santiago,22,Male,Unemployed,151442,442,Thika
3709,Amy Mcgee,43,Female,Unemployed,63526,839,Mombasa
3710,Nicholas Byrd,68,Male,Employed,292875,556,Eldoret
3711,Angelica Jones MD,51,Male,Self-employed,112042,605,Eldoret
3712,Barry Pollard,56,Female,Unemployed,308016,658,Eldoret
3713,Douglas Ingram,39,Male,Self-employed,80604,616,Eldoret
3714,Brian Acosta,23,Male,Employed,259216,429,Nakuru
3715,Erica Watson,67,Male,Student,145311,370,Thika
3716,Justin Williams,46,Female,Student,126185,590,Nairobi
3717,Karen George,37,Male,Self-employed,62521,481,Eldoret
3718,Nathan Peterson,68,Male,Student,303747,797,Thika
3719,Heidi Collins,57,Female,Student,189503,380,Thika
3720,Connie Miller,67,Female,Self-employed,66729,461,Nairobi
3721,Andrew Ortega,40,Male,Unemployed,273367,601,Eldoret
3722,Anne Simmons,34,Female,Employed,46987,442,Nairobi
3723,Carolyn Welch,37,Male,Employed,181301,442,Thika
3724,Thomas Kent,57,Female,Employed,304334,311,Mombasa
3725,Jennifer Franco,22,Female,Student,115938,671,Nairobi
3726,Joshua Brown,43,Male,Self-employed,226213,473,Kisumu
3727,Eric Smith,41,Male,Self-employed,225640,701,Kisumu
3728,Paul Roman,55,Male,Self-employed,243220,822,Thika
3729,Jennifer Shelton,55,Male,Unemployed,221559,787,Mombasa
3730,Shirley Taylor,40,Female,Unemployed,117552,452,Thika
3731,Diane Mendoza,51,Female,Student,284627,685,Eldoret
3732,Erica Wise,25,Female,Unemployed,191663,710,Nakuru
3733,Jeremy Johnson,40,Female,Employed,158505,814,Kisumu
3734,Christina Russell,44,Male,Unemployed,27712,725,Nairobi
3735,Andrew Campbell,34,Female,Self-employed,328488,468,Kisumu
3736,Jason Bernard,65,Female,Self-employed,224747,669,Eldoret
3737,Heather Evans,27,Female,Employed,326514,348,Nakuru
3738,Sarah Williams,49,Female,Self-employed,224528,771,Thika
3739,Cheyenne Parks,44,Female,Student,300572,356,Eldoret
3740,Jeffery Shields,55,Male,Employed,124776,815,Nakuru
3741,Daniel Kerr,25,Female,Unemployed,137736,512,Nairobi
3742,Todd Reese,24,Female,Unemployed,107526,463,Mombasa
3743,Ricardo Dodson,59,Female,Employed,55149,607,Nakuru
3744,Nicole Hart,21,Male,Employed,121518,457,Kisumu
3745,Jose Porter,37,Female,Unemployed,205015,688,Eldoret
3746,Kimberly Hudson,44,Female,Self-employed,20719,727,Mombasa
3747,Matthew Smith,47,Male,Self-employed,57765,681,Kisumu
3748,Christina Burns,50,Female,Employed,64500,722,Nairobi
3749,Jeffrey Wu,58,Female,Self-employed,32643,628,Thika
3750,Dr. Thomas Barrett MD,48,Male,Student,93841,834,Thika
3751,Chase Wade,44,Male,Unemployed,312144,705,Nairobi
3752,Jennifer Lee,69,Male,Self-employed,250246,344,Nairobi
3753,Tasha Mccarthy,33,Male,Unemployed,110148,531,Nairobi
3754,Melissa Olson,45,Female,Self-employed,118461,652,Thika
3755,Cory Hill,54,Female,Student,218496,327,Nakuru
3756,Victor Rivera,49,Female,Employed,202850,788,Thika
3757,David Turner,21,Female,Unemployed,39781,538,Nakuru
3758,Todd Castro,58,Male,Unemployed,83139,569,Thika
3759,Cynthia Whitehead,32,Male,Employed,195417,480,Eldoret
3760,Erica Rivera,42,Female,Self-employed,317813,696,Nairobi
3761,Andrea Washington,38,Male,Unemployed,210303,607,Thika
3762,Louis Anthony,56,Male,Student,262303,620,Kisumu
3763,Jennifer Weaver,58,Female,Unemployed,275589,328,Thika
3764,James David,63,Female,Employed,270678,648,Nakuru
3765,Julie Hobbs,51,Male,Unemployed,178345,802,Eldoret
3766,Debra Logan,50,Male,Unemployed,82126,840,Nairobi
3767,Kimberly Lam,65,Male,Employed,146833,645,Mombasa
3768,Matthew Salinas,48,Male,Self-employed,137608,392,Thika
3769,Joshua Perez,30,Female,Employed,210128,300,Kisumu
3770,David Joseph,33,Male,Self-employed,262569,770,Nairobi
3771,Maria Shea,58,Male,Student,260335,717,Thika
3772,Kelli Hernandez,21,Male,Student,230521,301,Eldoret
3773,Timothy Smith,69,Female,Student,85626,841,Nairobi
3774,Denise Randolph,43,Female,Student,79445,370,Nairobi
3775,Emily Hawkins,69,Male,Unemployed,77098,404,Thika
3776,Eileen Johnson,22,Male,Self-employed,177498,356,Mombasa
3777,Larry Davila,48,Male,Student,302539,348,Eldoret
3778,Richard Jenkins,59,Male,Self-employed,85325,582,Mombasa
3779,Terry Hoffman,45,Male,Employed,98536,306,Eldoret
3780,Emily Wilson,23,Male,Employed,115762,504,Nairobi
3781,Dale Murray,63,Female,Student,333304,500,Thika
3782,Kimberly Wilson,37,Female,Self-employed,344697,376,Thika
3783,David Molina,31,Male,Self-employed,296580,406,Nairobi
3784,Mark Fernandez,60,Female,Student,33310,551,Kisumu
3785,Sonya Crane,45,Male,Unemployed,277925,610,Eldoret
3786,Samuel Lopez,27,Male,Student,240564,673,Nairobi
3787,Jason Williams,31,Male,Unemployed,88688,733,Eldoret
3788,Kellie Brooks,44,Female,Unemployed,254794,388,Kisumu
3789,Randy Brown,21,Male,Unemployed,186333,711,Kisumu
3790,Aaron Scott,69,Female,Unemployed,78844,621,Mombasa
3791,Andrea Conner,46,Female,Unemployed,173874,317,Nairobi
3792,James Mcmahon,59,Female,Employed,246709,388,Nairobi
3793,Anna Cooley,54,Female,Employed,88442,805,Mombasa
3794,Jeremy Adams,68,Female,Self-employed,289884,322,Eldoret
3795,Marcus Anderson,44,Female,Student,22822,796,Nairobi
3796,Karen Fox,34,Female,Student,47399,719,Kisumu
3797,Sergio Mcbride,39,Male,Self-employed,92060,440,Nakuru
3798,Jacob Bass,45,Male,Employed,136275,739,Kisumu
3799,Rodney Wright,38,Male,Unemployed,70529,423,Mombasa
3800,Erica Olsen,44,Female,Self-employed,109168,438,Nakuru
3801,Gregory Mcfarland,26,Female,Student,223561,738,Thika
3802,Nicole Monroe,68,Male,Self-employed,155544,469,Nairobi
3803,Cynthia Brock,58,Female,Self-employed,339924,503,Eldoret
3804,Jeffery Harvey,36,Female,Employed,115376,732,Thika
3805,Shannon Hernandez,48,Female,Self-employed,198492,611,Nakuru
3806,Edward Coleman,58,Male,Unemployed,274439,392,Mombasa
3807,Jesse Nelson,65,Female,Self-employed,106439,509,Kisumu
3808,Joshua Taylor,42,Male,Unemployed,71579,837,Nairobi
3809,George Smith,42,Male,Employed,269765,774,Mombasa
3810,Alexandra Jones,69,Male,Unemployed,311777,665,Kisumu
3811,Shelly Nelson,51,Female,Student,334486,549,Mombasa
3812,Daniel Mendez,23,Female,Employed,74412,554,Mombasa
3813,Kristine Randall,55,Female,Unemployed,161137,438,Nakuru
3814,Angela Rodriguez,36,Female,Employed,242467,751,Thika
3815,Nicole Santana,45,Male,Self-employed,290741,476,Nakuru
3816,George Holland,69,Female,Employed,40059,798,Eldoret
3817,Tammy Ingram,58,Female,Self-employed,22992,710,Mombasa
3818,Chad Summers,64,Male,Employed,53941,464,Nakuru
3819,Michael Lin,32,Male,Employed,192232,633,Eldoret
3820,Kayla Norman,21,Female,Self-employed,22691,340,Nairobi
3821,Sheila Reeves,64,Female,Employed,184080,350,Nakuru
3822,Rachel Alexander,53,Male,Self-employed,136530,408,Kisumu
3823,Dr. Sarah Smith,57,Female,Unemployed,336229,400,Kisumu
3824,Molly Williams,48,Female,Self-employed,197783,596,Eldoret
3825,Tamara Garcia,62,Male,Unemployed,146871,362,Mombasa
3826,Andrew Oconnell,69,Male,Student,79559,649,Thika
3827,Mary Campbell,53,Female,Employed,255040,586,Nakuru
3828,Joshua Duarte,55,Female,Employed,96965,424,Mombasa
3829,Kenneth Jordan,62,Male,Student,335934,340,Mombasa
3830,David Hill,33,Male,Student,170498,335,Nairobi
3831,Larry Hill,39,Female,Student,92296,823,Thika
3832,Nancy Lawson,56,Male,Employed,232797,795,Nairobi
3833,Joseph Weber,66,Male,Self-employed,85010,593,Nakuru
3834,Ashley Pugh,22,Female,Employed,335505,457,Nairobi
3835,Calvin Burns,69,Female,Student,266894,751,Nairobi
3836,Anthony Neal,56,Female,Unemployed,138531,368,Eldoret
3837,Anthony Cowan,59,Male,Unemployed,131966,484,Eldoret
3838,Joseph Nelson,29,Male,Self-employed,246864,513,Eldoret
3839,Maria Hawkins,60,Female,Employed,51265,684,Mombasa
3840,Bruce Jacobs,54,Male,Self-employed,202399,718,Nakuru
3841,Ricardo Hernandez,32,Male,Student,30718,777,Kisumu
3842,Anna Stevens,50,Female,Unemployed,252797,804,Nairobi
3843,Kenneth Butler,43,Female,Unemployed,122263,711,Thika
3844,Samantha Vaughn,21,Male,Self-employed,300555,650,Nairobi
3845,Dean Wilson,67,Female,Unemployed,163512,746,Kisumu
3846,Robert Evans,44,Male,Student,52474,633,Thika
3847,Leslie Hartman,61,Female,Employed,115883,575,Eldoret
3848,Douglas Patterson,42,Female,Self-employed,27988,338,Mombasa
3849,Margaret Morrow,43,Female,Unemployed,240820,563,Nairobi
3850,Jeffery Cole,53,Male,Employed,159068,666,Kisumu
3851,Erik Johnston,35,Male,Self-employed,122950,457,Nairobi
3852,Helen Barnett,52,Male,Employed,338531,800,Eldoret
3853,Dylan Miranda,54,Male,Student,148705,562,Eldoret
3854,Marissa Lewis,56,Female,Student,128148,392,Nakuru
3855,Jared Torres,53,Female,Employed,267088,336,Mombasa
3856,Jacqueline Edwards,46,Male,Unemployed,188527,341,Thika
3857,Jackie Ayers,48,Male,Employed,253797,399,Kisumu
3858,Kristy Thomas,32,Female,Self-employed,49865,772,Mombasa
3859,Eric Ferguson,66,Female,Student,76009,788,Mombasa
3860,Michael Hernandez,59,Female,Self-employed,63981,841,Eldoret
3861,Carolyn Lara,30,Male,Self-employed,57126,669,Nairobi
3862,Joshua Daniel,62,Female,Unemployed,288148,535,Eldoret
3863,Kristi Wells,32,Female,Self-employed,94957,761,Kisumu
